216.532,2351.65,323.12,140.203,138.272,136.283,316.363,144.201,321.498,143.772,12197.6,22189,334.646,281119,156189,60684.4,2059.67,1.82061e+06,16474.3,62458,6.75846e+06,2.00364e+06,1.69211e+07,1.82365e+06,14369.6,1.62285e+06,105571,3.39187e+07,184295,2.59666e+07
184.06,2138.47,296.608,125.116,120.667,121.271,287.373,121.877,286.563,122.375,11158.8,20290,293.305,258319,143074,55568.6,1849.67,1.84057e+06,17546.2,65234.6,6.79493e+06,2.18803e+06,1.83773e+07,1.98926e+06,15940.7,1.77246e+06,115607,3.68769e+07,201456,2.82362e+07
226.76,2556.07,348.847,150.814,151.41,149.76,344.027,148.606,370.648,149.817,13175.6,23892.3,353.79,302966,168650,65354.6,2206.12,1.96425e+06,17735.8,66930.9,7.32477e+06,2.3607e+06,1.98508e+07,2.14158e+06,17180.7,1.90918e+06,124272,3.95985e+07,200779,3.03424e+07
222.384,2535.13,351.44,160.348,154.319,150.756,344.341,148.9,361.475,151.863,13158.3,23922.5,362.312,299973,168167,65263.8,2206.28,1.96093e+06,17730.4,66887,6.28163e+06,2.008e+06,1.69123e+07,1.81937e+06,14533.6,1.62348e+06,104807,3.39029e+07,184600,2.59721e+07
179.839,2138.76,287.966,123.28,129.055,126.949,287.024,125.635,286.074,156.679,13131.3,23761,352.8,302638,168356,65241.6,2212.32,1.96132e+06,17839.5,67147.7,7.31874e+06,2.35787e+06,1.70003e+07,1.78113e+06,14159.9,1.58941e+06,102864,3.36332e+07,201131,2.78126e+07
179.858,2058.1,380.569,152.815,149.376,151.695,342.761,152.623,340.711,156.258,12779,23163.1,345.572,293115,163269,63137,2183.72,1.83206e+06,16597.7,62536.9,6.7847e+06,2.21632e+06,1.90307e+07,2.02841e+06,14196.9,1.72628e+06,120674,3.82245e+07,209286,2.72971e+07
213.444,2393.4,338.036,177.537,150.009,149.115,325.984,143.16,333.342,143.893,12287.9,22291.3,341.283,281367,156931,60594.2,2081.46,1.82398e+06,16609.1,62345.6,6.79008e+06,2.18891e+06,1.83913e+07,1.98915e+06,15979.9,1.77324e+06,115489,3.6884e+07,201511,2.90403e+07
224.95,2531.47,376.464,153.386,147.307,145.738,334.396,146.209,333.053,201.757,13098.3,23289.3,381.761,293077,165049,63092.1,2168.81,1.76013e+06,14766,56049.1,6.25129e+06,2.00811e+06,1.70701e+07,1.99123e+06,15865.6,1.77271e+06,115720,3.68466e+07,201104,2.95878e+07
226.668,2545.88,361.687,162.267,149.108,148.727,343.679,173.641,350.41,151.495,13189.9,23910.3,354.431,302900,169011,65236,2205.14,1.66858e+06,14789.7,55889.8,6.09565e+06,1.96272e+06,1.65756e+07,1.78206e+06,14215.7,1.5881e+06,103001,3.31391e+07,180420,2.89317e+07
180.615,2092.5,284.308,121.631,121.053,119.218,278.94,120.461,278.295,155.87,10999.2,20007.9,287.93,255790,143548,54881.5,1829.69,1.66985e+06,14934.6,57222.2,6.23948e+06,2.0031e+06,1.6912e+07,1.82187e+06,14539.2,1.62357e+06,105560,3.72764e+07,209348,2.9261e+07
