28.545,34.624,13.532,11.687,16,11.456,12.847,11.041,13.44,10.958,37.437,45.057,13.213,31.786,41.586,36.306,28.901,76.141,32.798,29.73,58.679,65.575,64.334,61.034,37.214,64.021,58.996,75.657,58.876,72.91
15.329,28.531,13.08,10.958,10.502,10.742,12.096,10.512,12.379,10.815,33.309,31.604,12.748,48.107,32.055,31.104,41.002,65.372,28.62,28.139,55.823,97.613,73.144,68.628,33.17,75.349,58.3,80.342,61.156,65.924
14.746,28.373,12.713,10.679,10.413,10.876,12.28,10.415,12.041,10.593,28.098,30.807,12.403,30.918,30.576,30.799,24.235,61.527,28.059,27.825,53.279,61.09,66.066,63.302,29.112,62.683,51.257,72.347,52.962,65.056
23.21,30.991,14.34,13.506,11.995,13.357,13.449,11.428,13.256,11.544,30.111,33.106,13.668,32.869,33.086,33.075,27.388,68.271,30.507,30.11,58.905,65.779,63.482,58.559,29.886,59.097,53.1,70.201,52.897,68.924
14.196,29.202,13.346,11.092,10.808,11.064,12.409,10.863,12.623,11.252,29.865,32.168,12.942,32.278,31.898,32.235,25.731,66.845,29.202,29.024,57.851,63.775,63.173,57.83,28.898,57.798,52.713,73.696,48.931,65.57
12.398,23.814,10.819,8.979,8.953,10.036,12.344,10.443,10.602,11.129,25.592,26.884,11.105,27.344,30.6,29.272,24.885,78.038,30.555,25.33,49.217,50.601,50.08,45.962,23.221,45.568,44.137,58.577,42.139,52.973
21.605,28.438,13.073,10.56,10.925,10.686,12.102,11.238,15.144,13.133,28.182,33.031,14.294,34.162,33.759,36.031,28.407,53.753,44.23,29.625,56.454,61.261,61.918,56.207,28.256,60.128,50.524,68.722,56.713,66.501
16.025,27.255,14.906,12.299,11.501,10.802,11.9,10.429,12.236,10.385,30.447,31.235,15.8,33.038,35.66,38.196,29.23,60.197,27.729,33.829,59.48,66.129,66.924,55.306,27.821,53.574,50.598,67.851,52.822,60.492
14.478,24.822,13.997,11.926,9.295,8.92,10.234,10.984,14.117,11.736,28.316,30.796,14.194,30.673,35.882,35.519,24.527,61.048,31.694,30.786,54.595,58.894,58.214,53.677,27.319,53.258,48.132,64.194,51.99,64.358
13.341,25.4,12.654,8.826,8.673,8.559,9.807,8.419,9.834,8.404,23.2,25.557,9.993,25.308,25.45,25.443,20.265,51,23.024,28.505,51.217,51.757,50.333,46.242,23.336,45.84,41.481,55.295,42.586,54.253
